eventdate,series_name,episode_name,site_name,site_type,starts,siteTypeStarts,nameOfDay,startOfWeek
4/12/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,1226,1190753,Friday,04/08/19
4/4/19,The Office,The Client,Bravo iPad App,Watch,1222,1191975,Thursday,04/01/19
4/8/19,The Office,The Client,Comcast Xfinity MVPD,MVPD,1188,344125,Monday,04/08/19
4/9/19,The Office,The Client,SlingTV DMVPD,DMVPD,1166,528578,Tuesday,04/08/19
4/9/19,The Office,The Client,Hulu Classic,SVOD,1156,149554,Tuesday,04/08/19
4/9/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,1149,1193124,Tuesday,04/08/19
4/10/19,The Office,The Client,Bravo Android Tablet Apps,Watch,1132,1194256,Wednesday,04/08/19
4/10/19,The Office,The Client,SlingTV DMVPD,DMVPD,1132,529710,Wednesday,04/08/19
4/11/19,The Office,The Client,Bravo Chromecast App,Watch,1132,1195388,Thursday,04/08/19
4/12/19,The Office,The Client,Bravo FEP,Watch,1131,1196519,Friday,04/08/19
4/8/19,The Office,The Client,Bravo Android Tablet Apps,Watch,1083,1197602,Monday,04/08/19
4/10/19,The Office,The Client,DirecTV Now DMVPD,DMVPD,1072,530782,Wednesday,04/08/19
4/5/19,The Office,The Client,Bravo Chromecast App,Watch,1055,1198657,Friday,04/01/19
4/4/19,The Office,The Client,Bravo FireTV App,Watch,1049,1199706,Thursday,04/01/19
4/5/19,The Office,The Client,YouTube TV,DMVPD,1047,531829,Friday,04/01/19
4/6/19,The Office,The Client,Comcast Xfinity MVPD,MVPD,1024,345149,Saturday,04/01/19
4/5/19,The Office,The Client,Bravo Apple TV App,Watch,1001,1200707,Friday,04/01/19
4/5/19,The Office,The Client,Verizon FiOS,MVPD,992,346141,Friday,04/01/19
4/10/19,The Office,The Client,Sony Vue DMVPD,DMVPD,986,532815,Wednesday,04/08/19
4/12/19,The Office,The Client,Sony Vue DMVPD,DMVPD,982,533797,Friday,04/08/19
4/11/19,The Office,The Client,Bravo iPhone App,Watch,947,1201654,Thursday,04/08/19
4/12/19,The Office,The Client,YouTube TV,DMVPD,940,534737,Friday,04/08/19
4/7/19,The Office,The Client,Hulu Plus,SVOD,924,150478,Sunday,04/01/19
4/8/19,The Office,The Client,Bravo FEP,Watch,917,1202571,Monday,04/08/19
4/11/19,The Office,The Client,Bravo Apple TV App,Watch,900,1203471,Thursday,04/08/19
4/6/19,The Office,The Client,Hulu Plus,SVOD,898,151376,Saturday,04/01/19
4/8/19,The Office,The Client,Bravo Chromecast App,Watch,893,1204364,Monday,04/08/19
4/8/19,The Office,The Client,YouTube TV,DMVPD,846,535583,Monday,04/08/19
4/11/19,The Office,The Client,Bravo Android TV App,Watch,846,1205210,Thursday,04/08/19
4/9/19,The Office,The Client,DirecTV Everywhere MVPD,MVPD,821,346962,Tuesday,04/08/19
4/9/19,The Office,The Client,Bravo Chromecast App,Watch,818,1206028,Tuesday,04/08/19
4/11/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,812,1206840,Thursday,04/08/19
4/5/19,The Office,The Client,Bravo Roku App,Watch,797,1207637,Friday,04/01/19
4/12/19,The Office,The Client,Bravo iPad App,Watch,777,1208414,Friday,04/08/19
4/8/19,The Office,The Client,DirecTV Everywhere MVPD,MVPD,742,347704,Monday,04/08/19
4/10/19,The Office,The Client,Hulu Plus,SVOD,706,152082,Wednesday,04/08/19
4/9/19,The Office,The Client,Bravo iPad App,Watch,689,1209103,Tuesday,04/08/19
4/5/19,The Office,The Client,Dish Anywhere MVPD,MVPD,679,348383,Friday,04/01/19
4/9/19,The Office,The Client,Hulu Plus,SVOD,675,152757,Tuesday,04/08/19
4/6/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,661,1209764,Saturday,04/01/19
4/7/19,The Office,The Client,Bravo Apple TV App,Watch,655,1210419,Sunday,04/01/19
4/8/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,652,1211071,Monday,04/08/19
4/11/19,The Office,The Client,Bravo FireTV App,Watch,647,1211718,Thursday,04/08/19
4/4/19,The Office,The Client,Bravo Samsung Smart TV App,Watch,639,1212357,Thursday,04/01/19
4/11/19,The Office,The Client,Dish Anywhere MVPD,MVPD,631,349014,Thursday,04/08/19
4/7/19,The Office,The Client,SlingTV DMVPD,DMVPD,620,536203,Sunday,04/01/19
4/12/19,The Office,The Client,DirecTV Now DMVPD,DMVPD,611,536814,Friday,04/08/19
4/6/19,The Office,The Client,Bravo iPhone App,Watch,606,1212963,Saturday,04/01/19
4/11/19,The Office,The Client,DirecTV Everywhere MVPD,MVPD,568,349582,Thursday,04/08/19
4/5/19,The Office,The Client,Bravo Android Tablet Apps,Watch,566,1213529,Friday,04/01/19
4/12/19,The Office,The Client,Bravo Android Tablet Apps,Watch,557,1214086,Friday,04/08/19
4/8/19,The Office,The Client,Bravo iPad App,Watch,553,1214639,Monday,04/08/19
4/9/19,The Office,The Client,Bravo Android Tablet Apps,Watch,553,1215192,Tuesday,04/08/19
4/10/19,The Office,The Client,Bravo iPad App,Watch,553,1215745,Wednesday,04/08/19
4/6/19,The Office,The Client,Bravo Apple TV App,Watch,547,1216292,Saturday,04/01/19
4/6/19,The Office,The Client,YouTube TV,DMVPD,542,537356,Saturday,04/01/19
4/11/19,The Office,The Client,Sony Vue DMVPD,DMVPD,532,537888,Thursday,04/08/19
4/6/19,The Office,The Client,Bravo iPad App,Watch,530,1216822,Saturday,04/01/19
4/12/19,The Office,The Client,Bravo iPhone App,Watch,530,1217352,Friday,04/08/19
4/10/19,The Office,The Client,Bravo Android TV App,Watch,503,1217855,Wednesday,04/08/19
4/12/19,The Office,The Client,Dish Anywhere MVPD,MVPD,503,350085,Friday,04/08/19
4/9/19,The Office,The Client,Bravo Android TV App,Watch,499,1218354,Tuesday,04/08/19
4/8/19,The Office,The Client,Bravo Android TV App,Watch,496,1218850,Monday,04/08/19
4/6/19,The Office,The Client,Bravo Roku App,Watch,449,1219299,Saturday,04/01/19
4/4/19,The Office,The Client,Bravo Android Tablet Apps,Watch,441,1219740,Thursday,04/01/19
4/5/19,The Office,The Client,SlingTV DMVPD,DMVPD,430,538318,Friday,04/01/19
4/7/19,The Office,The Client,Bravo iPad App,Watch,428,1220168,Sunday,04/01/19
4/4/19,The Office,The Client,Bravo Android TV App,Watch,416,1220584,Thursday,04/01/19
4/8/19,The Office,The Client,Hulu Plus,SVOD,404,153161,Monday,04/08/19
4/8/19,The Office,The Client,SlingTV DMVPD,DMVPD,342,538660,Monday,04/08/19
4/10/19,The Office,The Client,Bravo Roku App,Watch,328,1220912,Wednesday,04/08/19
4/7/19,The Office,The Client,Dish Anywhere MVPD,MVPD,323,350408,Sunday,04/01/19
4/9/19,The Office,The Client,Bravo FEP,Watch,323,1221235,Tuesday,04/08/19
4/4/19,The Office,The Client,Bravo iPhone App,Watch,301,1221536,Thursday,04/01/19
4/7/19,The Office,The Client,Bravo Chromecast App,Watch,291,1221827,Sunday,04/01/19
4/6/19,The Office,The Client,Hulu Classic,SVOD,287,153448,Saturday,04/01/19
4/6/19,The Office,The Client,Bravo Chromecast App,Watch,287,1222114,Saturday,04/01/19
4/6/19,The Office,The Client,Bravo Android TV App,Watch,261,1222375,Saturday,04/01/19
4/9/19,The Office,The Client,Comcast Xfinity MVPD,MVPD,244,350652,Tuesday,04/08/19
4/9/19,The Office,The Client,Verizon FiOS,MVPD,236,350888,Tuesday,04/08/19
4/7/19,The Office,The Client,Bravo iPhone App,Watch,190,1222565,Sunday,04/01/19
4/11/19,The Office,The Client,DirecTV Now DMVPD,DMVPD,174,538834,Thursday,04/08/19
4/11/19,The Office,The Client,Bravo iPad App,Watch,174,1222739,Thursday,04/08/19
4/6/19,The Office,The Client,SlingTV DMVPD,DMVPD,157,538991,Saturday,04/01/19
4/8/19,The Office,The Client,Bravo iPhone App,Watch,152,1222891,Monday,04/08/19
4/8/19,The Office,The Client,Bravo FireTV App,Watch,149,1223040,Monday,04/08/19
4/8/19,The Office,The Client,Bravo Roku App,Watch,149,1223189,Monday,04/08/19
4/7/19,The Office,The Client,Bravo Android TV App,Watch,133,1223322,Sunday,04/01/19
4/6/19,The Office,The Client,Bravo Android Tablet Apps,Watch,114,1223436,Saturday,04/01/19
4/6/19,The Office,The Dundles,Bravo Roku App,Watch,1996,1225432,Saturday,04/01/19
4/11/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1990,540981,Thursday,04/08/19
4/8/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1986,542967,Monday,04/08/19
4/2/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1978,1227410,Tuesday,04/01/19
4/5/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1977,1229387,Friday,04/01/19
4/5/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,1950,352838,Friday,04/01/19
4/10/19,The Office,The Dundles,Bravo FireTV App,Watch,1941,1231328,Wednesday,04/08/19
4/2/19,The Office,The Dundles,Bravo Roku App,Watch,1933,1233261,Tuesday,04/01/19
4/10/19,The Office,The Dundles,Bravo Chromecast App,Watch,1931,1235192,Wednesday,04/08/19
4/4/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,1929,354767,Thursday,04/01/19
4/12/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1901,356668,Friday,04/08/19
4/12/19,The Office,The Dundles,Bravo FireTV App,Watch,1897,1237089,Friday,04/08/19
4/8/19,The Office,The Dundles,Bravo Android TV App,Watch,1885,1238974,Monday,04/08/19
4/12/19,The Office,The Dundles,Dish Anywhere MVPD,MVPD,1881,358549,Friday,04/08/19
4/11/19,The Office,The Dundles,Bravo Apple TV App,Watch,1875,1240849,Thursday,04/08/19
4/10/19,The Office,The Dundles,Bravo Roku App,Watch,1874,1242723,Wednesday,04/08/19
3/30/19,The Office,The Dundles,YouTube TV,DMVPD,1871,544838,Saturday,03/25/19
4/10/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1869,546707,Wednesday,04/08/19
3/29/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1863,1244586,Friday,03/25/19
4/6/19,The Office,The Dundles,Bravo iPhone App,Watch,1859,1246445,Saturday,04/01/19
4/2/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1844,360393,Tuesday,04/01/19
4/11/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1837,1248282,Thursday,04/08/19
4/1/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1832,548539,Monday,04/01/19
4/1/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1818,362211,Monday,04/01/19
3/30/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1799,550338,Saturday,03/25/19
4/1/19,The Office,The Dundles,YouTube TV,DMVPD,1775,552113,Monday,04/01/19
3/31/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1763,1250045,Sunday,03/25/19
3/29/19,The Office,The Dundles,YouTube TV,DMVPD,1759,553872,Friday,03/25/19
4/4/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,1757,555629,Thursday,04/01/19
4/2/19,The Office,The Dundles,Bravo iPhone App,Watch,1756,1251801,Tuesday,04/01/19
4/4/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1749,1253550,Thursday,04/01/19
4/9/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1749,1255299,Tuesday,04/08/19
4/3/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1747,557376,Wednesday,04/01/19
4/3/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1737,363948,Wednesday,04/01/19
4/5/19,The Office,The Dundles,Bravo Apple TV App,Watch,1732,1257031,Friday,04/01/19
4/2/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1726,1258757,Tuesday,04/01/19
4/7/19,The Office,The Dundles,Bravo Chromecast App,Watch,1719,1260476,Sunday,04/01/19
3/31/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,1714,365662,Sunday,03/25/19
4/9/19,The Office,The Dundles,YouTube TV,DMVPD,1713,559089,Tuesday,04/08/19
4/12/19,The Office,The Dundles,Bravo Chromecast App,Watch,1706,1262182,Friday,04/08/19
3/29/19,The Office,The Dundles,Bravo iPad App,Watch,1691,1263873,Friday,03/25/19
3/31/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1682,367344,Sunday,03/25/19
4/7/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1671,1265544,Sunday,04/01/19
4/10/19,The Office,The Dundles,Bravo iPad App,Watch,1648,1267192,Wednesday,04/08/19
4/3/19,The Office,The Dundles,Bravo FEP,Watch,1644,1268836,Wednesday,04/01/19
4/1/19,The Office,The Dundles,Bravo Apple TV App,Watch,1627,1270463,Monday,04/01/19
4/9/19,The Office,The Dundles,Bravo FEP,Watch,1616,1272079,Tuesday,04/08/19
4/7/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1610,560699,Sunday,04/01/19
3/29/19,The Office,The Dundles,Bravo FEP,Watch,1610,1273689,Friday,03/25/19
3/31/19,The Office,The Dundles,Bravo Apple TV App,Watch,1605,1275294,Sunday,03/25/19
4/2/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1586,562285,Tuesday,04/01/19
4/4/19,The Office,The Dundles,Bravo Roku App,Watch,1584,1276878,Thursday,04/01/19
4/7/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1581,368925,Sunday,04/01/19
4/9/19,The Office,The Dundles,Bravo iPad App,Watch,1580,1278458,Tuesday,04/08/19
4/4/19,The Office,The Dundles,YouTube TV,DMVPD,1579,563864,Thursday,04/01/19
4/11/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,1568,565432,Thursday,04/08/19
4/12/19,The Office,The Dundles,YouTube TV,DMVPD,1551,566983,Friday,04/08/19
4/10/19,The Office,The Dundles,Bravo iPhone App,Watch,1549,1280007,Wednesday,04/08/19
4/6/19,The Office,The Dundles,Bravo iPad App,Watch,1541,1281548,Saturday,04/01/19
4/8/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,1535,568518,Monday,04/08/19
4/1/19,The Office,The Dundles,Bravo FEP,Watch,1518,1283066,Monday,04/01/19
4/12/19,The Office,The Dundles,Bravo Apple TV App,Watch,1512,1284578,Friday,04/08/19
4/7/19,The Office,The Dundles,Bravo iPad App,Watch,1489,1286067,Sunday,04/01/19
4/5/19,The Office,The Dundles,Bravo FEP,Watch,1485,1287552,Friday,04/01/19
3/30/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1484,1289036,Saturday,03/25/19
4/3/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,1471,569989,Wednesday,04/01/19
4/8/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1464,1290500,Monday,04/08/19
3/31/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1461,1291961,Sunday,03/25/19
4/1/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,1456,370381,Monday,04/01/19
3/31/19,The Office,The Dundles,Bravo Android TV App,Watch,1453,1293414,Sunday,03/25/19
4/4/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1448,371829,Thursday,04/01/19
4/11/19,The Office,The Dundles,Bravo iPad App,Watch,1428,1294842,Thursday,04/08/19
4/6/19,The Office,The Dundles,Bravo FEP,Watch,1422,1296264,Saturday,04/01/19
4/9/19,The Office,The Dundles,Bravo Roku App,Watch,1422,1297686,Tuesday,04/08/19
4/1/19,The Office,The Dundles,Bravo Roku App,Watch,1418,1299104,Monday,04/01/19
4/2/19,The Office,The Dundles,Bravo Android TV App,Watch,1418,1300522,Tuesday,04/01/19
4/12/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1414,571403,Friday,04/08/19
4/6/19,The Office,The Dundles,Bravo Android TV App,Watch,1411,1301933,Saturday,04/01/19
4/3/19,The Office,The Dundles,Hulu Plus,SVOD,1410,154858,Wednesday,04/01/19
4/11/19,The Office,The Dundles,Bravo Roku App,Watch,1404,1303337,Thursday,04/08/19
4/7/19,The Office,The Dundles,Bravo Apple TV App,Watch,1402,1304739,Sunday,04/01/19
4/2/19,The Office,The Dundles,Bravo Chromecast App,Watch,1401,1306140,Tuesday,04/01/19
4/4/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1395,1307535,Thursday,04/01/19
4/5/19,The Office,The Dundles,Bravo iPhone App,Watch,1379,1308914,Friday,04/01/19
3/31/19,The Office,The Dundles,Bravo Chromecast App,Watch,1370,1310284,Sunday,03/25/19
4/10/19,The Office,The Dundles,Hulu Plus,SVOD,1368,156226,Wednesday,04/08/19
4/7/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,1358,373187,Sunday,04/01/19
3/30/19,The Office,The Dundles,Bravo Apple TV App,Watch,1352,1311636,Saturday,03/25/19
4/1/19,The Office,The Dundles,Hulu Plus,SVOD,1341,157567,Monday,04/01/19
4/9/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1316,572719,Tuesday,04/08/19
4/6/19,The Office,The Dundles,Bravo Chromecast App,Watch,1312,1312948,Saturday,04/01/19
4/5/19,The Office,The Dundles,Hulu Plus,SVOD,1311,158878,Friday,04/01/19
4/4/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1295,574014,Thursday,04/01/19
4/10/19,The Office,The Dundles,Bravo Apple TV App,Watch,1288,1314236,Wednesday,04/08/19
4/8/19,The Office,The Dundles,Bravo iPad App,Watch,1285,1315521,Monday,04/08/19
3/29/19,The Office,The Dundles,Bravo Apple TV App,Watch,1276,1316797,Friday,03/25/19
3/31/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1269,575283,Sunday,03/25/19
4/6/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1262,1318059,Saturday,04/01/19
4/8/19,The Office,The Dundles,Bravo FireTV App,Watch,1261,1319320,Monday,04/08/19
3/29/19,The Office,The Dundles,Hulu Plus,SVOD,1251,160129,Friday,03/25/19
4/1/19,The Office,The Dundles,Bravo iPad App,Watch,1243,1320563,Monday,04/01/19
3/29/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1236,576519,Friday,03/25/19
4/3/19,The Office,The Dundles,Bravo iPhone App,Watch,1234,1321797,Wednesday,04/01/19
4/3/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1228,577747,Wednesday,04/01/19
4/11/19,The Office,The Dundles,Bravo Chromecast App,Watch,1217,1323014,Thursday,04/08/19
3/29/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1217,1324231,Friday,03/25/19
4/4/19,The Office,The Dundles,Bravo Apple TV App,Watch,1204,1325435,Thursday,04/01/19
4/7/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1184,1326619,Sunday,04/01/19
3/29/19,The Office,The Dundles,Bravo Chromecast App,Watch,1177,1327796,Friday,03/25/19
3/30/19,The Office,The Dundles,Bravo FEP,Watch,1169,1328965,Saturday,03/25/19
4/9/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1169,1330134,Tuesday,04/08/19
4/12/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1155,1331289,Friday,04/08/19
4/7/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,1135,578882,Sunday,04/01/19
3/31/19,The Office,The Dundles,Bravo FEP,Watch,1127,1332416,Sunday,03/25/19
4/9/19,The Office,The Dundles,Bravo iPhone App,Watch,1126,1333542,Tuesday,04/08/19
4/6/19,The Office,The Dundles,YouTube TV,DMVPD,1124,580006,Saturday,04/01/19
4/10/19,The Office,The Dundles,YouTube TV,DMVPD,1112,581118,Wednesday,04/08/19
4/5/19,The Office,The Dundles,Bravo Roku App,Watch,1084,1334626,Friday,04/01/19
4/11/19,The Office,The Dundles,Bravo FEP,Watch,1083,1335709,Thursday,04/08/19
4/11/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1079,374266,Thursday,04/08/19
4/10/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,1078,1336787,Wednesday,04/08/19
4/2/19,The Office,The Dundles,Bravo FireTV App,Watch,1073,1337860,Tuesday,04/01/19
4/10/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,1072,582190,Wednesday,04/08/19
4/8/19,The Office,The Dundles,YouTube TV,DMVPD,1067,583257,Monday,04/08/19
4/2/19,The Office,The Dundles,Bravo iPad App,Watch,1064,1338924,Tuesday,04/01/19
4/6/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,1054,375320,Saturday,04/01/19
4/10/19,The Office,The Dundles,Bravo FEP,Watch,1032,1339956,Wednesday,04/08/19
4/6/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,1022,584279,Saturday,04/01/19
4/10/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,1016,1340972,Wednesday,04/08/19
3/30/19,The Office,The Dundles,Bravo iPhone App,Watch,1005,1341977,Saturday,03/25/19
3/29/19,The Office,The Dundles,Bravo Android TV App,Watch,1004,1342981,Friday,03/25/19
4/5/19,The Office,The Dundles,Bravo Chromecast App,Watch,1002,1343983,Friday,04/01/19
4/9/19,The Office,The Dundles,Bravo Apple TV App,Watch,994,1344977,Tuesday,04/08/19
4/1/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,982,1345959,Monday,04/01/19
4/3/19,The Office,The Dundles,Bravo FireTV App,Watch,981,1346940,Wednesday,04/01/19
3/30/19,The Office,The Dundles,Bravo iPad App,Watch,977,1347917,Saturday,03/25/19
4/5/19,The Office,The Dundles,Bravo FireTV App,Watch,977,1348894,Friday,04/01/19
4/6/19,The Office,The Dundles,Bravo FireTV App,Watch,977,1349871,Saturday,04/01/19
4/6/19,The Office,The Dundles,Bravo Apple TV App,Watch,975,1350846,Saturday,04/01/19
3/31/19,The Office,The Dundles,Bravo iPad App,Watch,973,1351819,Sunday,03/25/19
4/6/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,972,376292,Saturday,04/01/19
4/2/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,945,585224,Tuesday,04/01/19
4/5/19,The Office,The Dundles,DirecTV Now DMVPD,DMVPD,942,586166,Friday,04/01/19
4/5/19,The Office,The Dundles,Dish Anywhere MVPD,MVPD,942,377234,Friday,04/01/19
4/8/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,926,378160,Monday,04/08/19
3/31/19,The Office,The Dundles,Hulu Plus,SVOD,923,161052,Sunday,03/25/19
4/3/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,923,1352742,Wednesday,04/01/19
3/31/19,The Office,The Dundles,YouTube TV,DMVPD,922,587088,Sunday,03/25/19
4/3/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,908,379068,Wednesday,04/01/19
4/8/19,The Office,The Dundles,Bravo Chromecast App,Watch,908,1353650,Monday,04/08/19
4/1/19,The Office,The Dundles,Bravo Chromecast App,Watch,888,1354538,Monday,04/01/19
4/9/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,873,379941,Tuesday,04/08/19
4/12/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,867,380808,Friday,04/08/19
3/29/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,865,381673,Friday,03/25/19
4/12/19,The Office,The Dundles,Bravo iPhone App,Watch,862,1355400,Friday,04/08/19
3/29/19,The Office,The Dundles,Bravo iPhone App,Watch,858,1356258,Friday,03/25/19
3/30/19,The Office,The Dundles,Bravo Roku App,Watch,855,1357113,Saturday,03/25/19
4/2/19,The Office,The Dundles,Bravo Apple TV App,Watch,851,1357964,Tuesday,04/01/19
4/10/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,851,382524,Wednesday,04/08/19
4/12/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,840,587928,Friday,04/08/19
4/8/19,The Office,The Dundles,Bravo FEP,Watch,836,1358800,Monday,04/08/19
4/12/19,The Office,The Dundles,Hulu Plus,SVOD,821,161873,Friday,04/08/19
4/7/19,The Office,The Dundles,Bravo Roku App,Watch,820,1359620,Sunday,04/01/19
4/4/19,The Office,The Dundles,Bravo iPhone App,Watch,818,1360438,Thursday,04/01/19
4/5/19,The Office,The Dundles,Verizon FiOS,MVPD,818,383342,Friday,04/01/19
4/5/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,814,1361252,Friday,04/01/19
4/12/19,The Office,The Dundles,Bravo Roku App,Watch,775,1362027,Friday,04/08/19
4/7/19,The Office,The Dundles,YouTube TV,DMVPD,739,588667,Sunday,04/01/19
4/8/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,735,589402,Monday,04/08/19
4/6/19,The Office,The Dundles,Hulu Plus,SVOD,723,162596,Saturday,04/01/19
4/1/19,The Office,The Dundles,Bravo iPhone App,Watch,722,1362749,Monday,04/01/19
4/5/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,713,590115,Friday,04/01/19
4/4/19,The Office,The Dundles,Bravo Chromecast App,Watch,709,1363458,Thursday,04/01/19
4/3/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,701,1364159,Wednesday,04/01/19
4/8/19,The Office,The Dundles,Hulu Plus,SVOD,690,163286,Monday,04/08/19
4/4/19,The Office,The Dundles,Hulu Plus,SVOD,685,163971,Thursday,04/01/19
4/2/19,The Office,The Dundles,YouTube TV,DMVPD,680,590795,Tuesday,04/01/19
4/6/19,The Office,The Dundles,Hulu Classic,SVOD,666,164637,Saturday,04/01/19
4/5/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,665,591460,Friday,04/01/19
4/12/19,The Office,The Dundles,Bravo Android TV App,Watch,660,1364819,Friday,04/08/19
4/6/19,The Office,The Dundles,Dish Anywhere MVPD,MVPD,656,383998,Saturday,04/01/19
3/31/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,647,592107,Sunday,03/25/19
4/2/19,The Office,The Dundles,Dish Anywhere MVPD,MVPD,647,384645,Tuesday,04/01/19
4/6/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,644,592751,Saturday,04/01/19
3/30/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,612,385257,Saturday,03/25/19
4/12/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,609,1365428,Friday,04/08/19
3/30/19,The Office,The Dundles,Comcast Xfinity MVPD,MVPD,597,385854,Saturday,03/25/19
3/30/19,The Office,The Dundles,Bravo Android Tablet Apps,Watch,586,1366014,Saturday,03/25/19
4/11/19,The Office,The Dundles,Bravo Samsung Smart TV App,Watch,585,1366599,Thursday,04/08/19
4/10/19,The Office,The Dundles,SlingTV DMVPD,DMVPD,583,593334,Wednesday,04/08/19
4/12/19,The Office,The Dundles,Bravo iPad App,Watch,557,1367156,Friday,04/08/19
4/2/19,The Office,The Dundles,Hulu Plus,SVOD,554,165191,Tuesday,04/01/19
3/30/19,The Office,The Dundles,Bravo Chromecast App,Watch,550,1367706,Saturday,03/25/19
4/8/19,The Office,The Dundles,Bravo Apple TV App,Watch,540,1368246,Monday,04/08/19
4/3/19,The Office,The Dundles,Bravo Chromecast App,Watch,538,1368784,Wednesday,04/01/19
3/30/19,The Office,The Dundles,Sony Vue DMVPD,DMVPD,530,593864,Saturday,03/25/19
4/8/19,The Office,The Dundles,Dish Anywhere MVPD,MVPD,528,386382,Monday,04/08/19
4/2/19,The Office,The Dundles,Bravo FEP,Watch,522,1369306,Tuesday,04/01/19
3/30/19,The Office,The Dundles,Bravo FireTV App,Watch,519,1369825,Saturday,03/25/19
4/11/19,The Office,The Dundles,Bravo iPhone App,Watch,512,1370337,Thursday,04/08/19
4/9/19,The Office,The Dundles,DirecTV Everywhere MVPD,MVPD,509,386891,Tuesday,04/08/19
